"player","position","date_of_birth_age","caps","franchise_province","team","club_province","url","birth_info"
"Santiago Grondona","Back row","(1998-07-25)25 July 1998 (aged 25)",15,NA,"Argentina","Bristol Bears","https://en.wikipedia.org/wiki/Santiago_Grondona","Buenos Aires, Argentina"
"Facundo Isa","Back row","(1993-09-21)21 September 1993 (aged 29)",47,NA,"Argentina","Toulon","https://en.wikipedia.org/wiki/Facundo_Isa","Santiago del Estero, Argentina"
"Marcos Kremer","Back row","(1997-07-30)30 July 1997 (aged 26)",57,NA,"Argentina","Clermont","https://en.wikipedia.org/wiki/Marcos_Kremer","Concordia, Argentina"
"Pablo Matera","Back row","(1993-07-18)18 July 1993 (aged 30)",95,NA,"Argentina","Mie Honda Heat","https://en.wikipedia.org/wiki/Pablo_Matera","Buenos Aires, Argentina"
"Joaquín Oviedo","Back row","(1998-07-25)25 July 1998 (aged 25)",1,NA,"Argentina","Perpignan","https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Oviedo","Córdoba, Argentina"
"Lautaro Bazán","Scrum-half","(1996-02-24)24 February 1996 (aged 27)",7,NA,"Argentina","Rovigo Delta","https://en.wikipedia.org/wiki/Lautaro_Baz%C3%A1n","Cordoba, Argentina"
"Gonzalo Bertranou","Scrum-half","(1993-12-31)31 December 1993 (aged 29)",53,NA,"Argentina","Dragons","https://en.wikipedia.org/wiki/Gonzalo_Bertranou","Mendoza, Argentina"
"Tomás Cubelli","Scrum-half","(1989-06-12)12 June 1989 (aged 34)",89,NA,"Argentina","Miami Sharks","https://en.wikipedia.org/wiki/Tom%C3%A1s_Cubelli","Buenos Aires, Argentina"
"Santiago Carreras","Fly-half","(1998-03-30)30 March 1998 (aged 25)",35,NA,"Argentina","Gloucester","https://en.wikipedia.org/wiki/Santiago_Carreras","Córdoba, Argentina"
"Nicolás Sánchez","Fly-half","(1988-08-26)26 August 1988 (aged 35)",98,NA,"Argentina","Unattached","https://en.wikipedia.org/wiki/Nicol%C3%A1s_S%C3%A1nchez_(rugby_union)","Tucumán, Argentina"
"Santiago Chocobares","Centre","(1999-03-31)31 March 1999 (aged 24)",14,NA,"Argentina","Toulouse","https://en.wikipedia.org/wiki/Santiago_Chocobares","Rufino, Argentina"
"Lucio Cinti","Centre","(2000-02-23)23 February 2000 (aged 23)",16,NA,"Argentina","Saracens","https://en.wikipedia.org/wiki/Lucio_Cinti","La Plata, Argentina"
"Jerónimo de la Fuente","Centre","(1991-02-24)24 February 1991 (aged 32)",76,NA,"Argentina","Perpignan","https://en.wikipedia.org/wiki/Jer%C3%B3nimo_de_la_Fuente","Rosario, Argentina"
"Matías Moroni","Centre","(1991-03-29)29 March 1991 (aged 32)",74,NA,"Argentina","Newcastle Falcons","https://en.wikipedia.org/wiki/Mat%C3%ADas_Moroni","Buenos Aires, Argentina"
"Emiliano Boffelli","Wing","(1995-01-16)16 January 1995 (aged 28)",53,NA,"Argentina","Edinburgh","https://en.wikipedia.org/wiki/Emiliano_Boffelli","Rosario, Argentina"
"Mateo Carreras","Wing","(1999-12-17)17 December 1999 (aged 23)",11,NA,"Argentina","Newcastle Falcons","https://en.wikipedia.org/wiki/Mateo_Carreras","Tucuman, Argentina"
"Juan Imhoff","Wing","(1988-05-11)11 May 1988 (aged 35)",42,NA,"Argentina","Racing 92","https://en.wikipedia.org/wiki/Juan_Imhoff","Rosario, Argentina"
"Rodrigo Isgro","Wing","(1999-03-24)24 March 1999 (aged 24)",2,NA,"Argentina","Unión Argentina de Rugby","https://en.wikipedia.org/wiki/Rodrigo_Isgro","Mendoza, Argentina"
"Martín Bogado","Fullback","(1998-04-29)29 April 1998 (aged 25)",2,NA,"Argentina","Highlanders","https://en.wikipedia.org/wiki/Mart%C3%ADn_Bogado","Misiones, Argentina"
"Juan Cruz Mallía","Fullback","(1996-09-11)11 September 1996 (aged 26)",26,NA,"Argentina","Toulouse","https://en.wikipedia.org/wiki/Juan_Cruz_Mall%C3%ADa","Córdoba, Argentina"
"Seilala Lam","Hooker","(1989-02-18)18 February 1989 (aged 34)",23,NA,"Samoa","Perpignan","https://en.wikipedia.org/wiki/Seilala_Lam","Hamilton, New Zealand"
"Sama Malolo","Hooker","(1998-02-19)19 February 1998 (aged 25)",3,NA,"Samoa","San Diego Legion","https://en.wikipedia.org/wiki/Sama_Malolo","Auckland, New Zealand"
"Luteru Tolai","Hooker","(1998-06-01)1 June 1998 (aged 25)",3,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Luteru_Tolai","Auckland, New Zealand"
"Michael Ala'alatoa (c)","Prop","(1991-08-28)28 August 1991 (aged 32)",13,NA,"Samoa","Leinster","https://en.wikipedia.org/wiki/Michael_Ala%27alatoa","Sydney, New South Wales, Australia"
"Paul Alo-Emile","Prop","(1991-12-22)22 December 1991 (aged 31)",21,NA,"Samoa","Stade Français","https://en.wikipedia.org/wiki/Paul_Alo-Emile","Auckland, New Zealand"
"Charlie Faumuina","Prop","(1986-12-24)24 December 1986 (aged 36)",3,NA,"Samoa","Toulouse","https://en.wikipedia.org/wiki/Charlie_Faumuina","Auckland, New Zealand"
"James Lay","Prop","(1993-12-16)16 December 1993 (aged 29)",12,NA,"Samoa","Blues","https://en.wikipedia.org/wiki/James_Lay","Motoʻotua, Samoa"
"Jordan Lay","Prop","(1992-11-05)5 November 1992 (aged 30)",26,NA,"Samoa","Blues","https://en.wikipedia.org/wiki/Jordan_Lay","Motoʻotua, Samoa"
"Brian Alainu'uese","Lock","(1994-03-19)19 March 1994 (aged 29)",5,NA,"Samoa","Toulon","https://en.wikipedia.org/wiki/Brian_Alainu%27uese","Invercargill, New Zealand"
"Theo McFarland","Lock","(1995-10-16)16 October 1995 (aged 27)",7,NA,"Samoa","Saracens","https://en.wikipedia.org/wiki/Theo_McFarland","Apia, Samoa"
"Sam Slade","Lock","(1997-08-28)28 August 1997 (aged 26)",4,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Sam_Slade_(rugby_union)","Auckland, New Zealand"
"Chris Vui (c)","Lock","(1993-02-11)11 February 1993 (aged 30)",25,NA,"Samoa","Bristol Bears","https://en.wikipedia.org/wiki/Chris_Vui","Auckland, New Zealand"
"So'otala Fa'aso'o","Back row","(1994-10-02)2 October 1994 (aged 28)",1,NA,"Samoa","Perpignan","https://en.wikipedia.org/wiki/So%27otala_Fa%27aso%27o","Auckland, New Zealand"
"Miracle Faiʻilagi","Back row","(1999-08-31)31 August 1999 (aged 24)",3,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Miracle_Fai%CA%BBilagi","Apia, Samoa"
"Fritz Lee","Back row","(1988-08-29)29 August 1988 (aged 35)",7,NA,"Samoa","Clermont","https://en.wikipedia.org/wiki/Fritz_Lee","Motoʻotua, Samoa"
"Steve Luatua","Back row","(1991-04-29)29 April 1991 (aged 32)",3,NA,"Samoa","Bristol Bears","https://en.wikipedia.org/wiki/Steve_Luatua","Auckland, New Zealand"
"Alamanda Motuga","Back row","(1995-09-11)11 September 1995 (aged 27)",5,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Alamanda_Motuga","Auckland, New Zealand"
"Taleni Seu","Back row","(1993-12-26)26 December 1993 (aged 29)",6,NA,"Samoa","Toyota Shuttles","https://en.wikipedia.org/wiki/Taleni_Seu","Auckland, New Zealand"
"Jordan Taufua","Back row","(1992-01-29)29 January 1992 (aged 31)",6,NA,"Samoa","Lyon","https://en.wikipedia.org/wiki/Jordan_Taufua","Auckland, New Zealand"
"Ere Enari","Scrum-half","(1997-05-30)30 May 1997 (aged 26)",7,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Ere_Enari","Auckland, New Zealand"
"Melani Matavao","Scrum-half","(1995-11-19)19 November 1995 (aged 27)",13,NA,"Samoa","Lakapi Samoa","https://en.wikipedia.org/wiki/Melani_Matavao","Motoʻotua, Samoa"
"Jonathan Taumateine","Scrum-half","(1996-09-28)28 September 1996 (aged 26)",11,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Jonathan_Taumateine","Auckland, New Zealand"
"Christian Leali'ifano","Fly-half","(1987-09-24)24 September 1987 (aged 35)",3,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Christian_Leali%27ifano","Auckland, New Zealand"
"Lima Sopoaga","Fly-half","(1991-02-03)3 February 1991 (aged 32)",1,NA,"Samoa","Shimizu Blue Sharks","https://en.wikipedia.org/wiki/Lima_Sopoaga","Wellington, New Zealand"
"D'Angelo Leuila","Centre","(1997-01-18)18 January 1997 (aged 26)",18,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/D%27Angelo_Leuila","Auckland, New Zealand"
"Tumua Manu","Centre","(1993-04-18)18 April 1993 (aged 30)",7,NA,"Samoa","Pau","https://en.wikipedia.org/wiki/Tumua_Manu","Apia, Samoa"
"Duncan Paia'aua","Centre","(1995-01-20)20 January 1995 (aged 28)",6,NA,"Samoa","Toulon","https://en.wikipedia.org/wiki/Duncan_Paia%27aua","Porirua, New Zealand"
"UJ Seuteni","Centre","(1993-12-09)9 December 1993 (aged 29)",12,NA,"Samoa","La Rochelle","https://en.wikipedia.org/wiki/UJ_Seuteni","Adelaide, South Australia, Australia"
"Nigel Ah Wong","Wing","(1990-05-30)30 May 1990 (aged 33)",8,NA,"Samoa","Lakapi Samoa","https://en.wikipedia.org/wiki/Nigel_Ah_Wong","Wellington, New Zealand"
"Ed Fidow","Wing","(1993-09-11)11 September 1993 (aged 29)",19,NA,"Samoa","New York","https://en.wikipedia.org/wiki/Ed_Fidow","Motoʻotua, Samoa"
"Neria Fomai","Wing","(1992-02-03)3 February 1992 (aged 31)",8,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Neria_Fomai","Auckland, New Zealand"
"Ben Lam","Wing","(1991-06-09)9 June 1991 (aged 32)",0,NA,"Samoa","Montpellier","https://en.wikipedia.org/wiki/Ben_Lam","Auckland, New Zealand"
"Danny Toala","Fullback","(1999-03-26)26 March 1999 (aged 24)",8,NA,"Samoa","Moana Pasifika","https://en.wikipedia.org/wiki/Danny_Toala","Hastings, New Zealand"
"Augusto Böhme","Hooker","(1997-06-11)11 June 1997 (aged 26)",22,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Augusto_B%C3%B6hme&action=edit&redlink=1",NA
"Tomás Dussaillant","Hooker","(1990-10-06)6 October 1990 (aged 32)",37,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Tom%C3%A1s_Dussaillant&action=edit&redlink=1",NA
"Diego Escobar","Hooker","(2000-04-17)17 April 2000 (aged 23)",5,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Diego_Escobar&action=edit&redlink=1",NA
"Javier Carrasco","Prop","(1997-08-24)24 August 1997 (aged 26)",19,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Javier_Carrasco&action=edit&redlink=1",NA
"Matías Dittus","Prop","(1993-07-16)16 July 1993 (aged 30)",21,"Périgueux","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Mat%C3%ADas_Dittus&action=edit&redlink=1",NA
"Iñaki Gurruchaga","Prop","(1995-10-13)13 October 1995 (aged 27)",11,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=I%C3%B1aki_Gurruchaga&action=edit&redlink=1",NA
"Esteban Inostroza","Prop","(1994-01-01)1 January 1994 (aged 29)",1,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Esteban_Inostroza&action=edit&redlink=1",NA
"Vittorio Lastra","Prop","(1996-03-26)26 March 1996 (aged 27)",22,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Vittorio_Lastra&action=edit&redlink=1",NA
"Salvador Lues","Prop","(1999-11-06)6 November 1999 (aged 23)",11,"Selknam","Chile",NA,"https://en.wikipedia.org/wiki/Salvador_Lues","Santiago, Chile"
"Javier Eissman","Lock","(1997-03-21)21 March 1997 (aged 26)",21,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Javier_Eissman&action=edit&redlink=1",NA
"Pablo Huete","Lock","(1989-01-11)11 January 1989 (aged 34)",30,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Pablo_Huete&action=edit&redlink=1",NA
"Santiago Pedrero","Lock","(2000-11-30)30 November 2000 (aged 22)",6,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Santiago_Pedrero&action=edit&redlink=1",NA
"Augusto Sarmiento","Lock","(1993-04-30)30 April 1993 (aged 30)",15,"PWCC","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Augusto_Sarmiento&action=edit&redlink=1",NA
"Alfonso Escobar","Back row","(1997-08-17)17 August 1997 (aged 26)",18,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Alfonso_Escobar_(rugby_union)&action=edit&redlink=1",NA
"Raimundo Martínez","Back row","(1999-11-25)25 November 1999 (aged 23)",10,"Selknam","Chile",NA,"https://en.wikipedia.org/wiki/Raimundo_Mart%C3%ADnez","Santiago, Chile"
"Thomas Orchard","Back row","(1997-01-12)12 January 1997 (aged 26)",12,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Thomas_Orchard&action=edit&redlink=1",NA
"Clemente Saavedra","Back row","(1997-12-15)15 December 1997 (aged 25)",20,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Clemente_Saavedra&action=edit&redlink=1",NA
"Martín Sigren (c)","Back row","(1996-05-14)14 May 1996 (aged 27)",27,"Doncaster Knights","Chile",NA,"https://en.wikipedia.org/wiki/Mart%C3%ADn_Sigren","Santiago, Chile"
"Ignacio Silva","Back row","(1989-02-16)16 February 1989 (aged 34)",38,"Selknam","Chile",NA,"https://en.wikipedia.org/wiki/Ignacio_Silva","Santiago, Chile"
"Lukas Carvallo","Scrum-half","(2001-07-06)6 July 2001 (aged 22)",6,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Lukas_Carvallo&action=edit&redlink=1",NA
"Nicolás Herreros","Scrum-half","(1990-01-23)23 January 1990 (aged 33)",5,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Nicol%C3%A1s_Herreros&action=edit&redlink=1",NA
"Marcelo Torrealba","Scrum-half","(1996-05-06)6 May 1996 (aged 27)",12,"Selknam","Chile",NA,"https://en.wikipedia.org/wiki/Marcelo_Torrealba","Santiago, Chile"
"Benjamín Videla","Scrum-half","(2001-04-24)24 April 2001 (aged 22)",0,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Benjam%C3%ADn_Videla&action=edit&redlink=1",NA
"Rodrigo Fernández","Fly-half","(1996-02-08)8 February 1996 (aged 27)",23,"Selknam","Chile",NA,"https://en.wikipedia.org/wiki/Rodrigo_Fern%C3%A1ndez_(rugby_union)","Santiago, Chile"
"Santiago Videla","Fly-half","(1998-01-16)16 January 1998 (aged 25)",25,"Selknam","Chile",NA,"https://en.wikipedia.org/wiki/Santiago_Videla","Santiago, Chile"
"Pablo Casas","Centre","(1992-03-04)4 March 1992 (aged 31)",15,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Pablo_Casas&action=edit&redlink=1",NA
"Matías Garafulic","Centre","(2000-09-01)1 September 2000 (aged 23)",12,"Selknam","Chile",NA,"https://en.wikipedia.org/wiki/Mat%C3%ADas_Garafulic","Santiago, Chile"
"José Ignacio Larenas","Centre","(1989-09-14)14 September 1989 (aged 33)",47,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Jos%C3%A9_Ignacio_Larenas&action=edit&redlink=1",NA
"Cristóbal Game Jiménez","Wing","(2002-07-09)9 July 2002 (aged 21)",1,"Old John's","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Crist%C3%B3bal_Game_Jim%C3%A9nez&action=edit&redlink=1",NA
"Domingo Saavedra","Centre","(1997-12-15)15 December 1997 (aged 25)",24,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Domingo_Saavedra&action=edit&redlink=1",NA
"Nicolás Garafulic","Wing","(1998-09-11)11 September 1998 (aged 24)",19,"Selknam","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Nicol%C3%A1s_Garafulic&action=edit&redlink=1",NA
"Franco Velarde","Wing","(1994-11-04)4 November 1994 (aged 28)",16,"VOBGS","Chile",NA,"https://en.wikipedia.org/w/index.php?title=Franco_Velarde&action=edit&redlink=1",NA
"Iñaki Ayarza","Fullback","(1999-09-07)7 September 1999 (aged 24)",14,"Soyaux Angoulême","Chile",NA,"https://en.wikipedia.org/wiki/I%C3%B1aki_Ayarza","Santiago, Chile"
"Francisco Urroz","Fullback","(1993-09-07)7 September 1993 (aged 30)",11,"Selknam","Chile",NA,"https://en.wikipedia.org/wiki/Francisco_Urroz_(rugby_union)","Santiago, Chile"
